🐉央视频道,#genre#
CCTV6,http://222.223.41.27:8888/hls/6/index.m3u8
CCTV7,http://222.223.41.27:8888/hls/7/index.m3u8
CCTV8,http://222.223.41.27:8888/hls/8/index.m3u8
CCTV9,http://222.223.41.27:8888/hls/9/index.m3u8
CCTV10,http://222.223.41.27:8888/hls/10/index.m3u8
CCTV11,http://222.223.41.27:8888/hls/11/index.m3u8
CCTV12,http://222.223.41.27:8888/hls/12/index.m3u8
CCTV13,http://222.223.41.27:8888/hls/13/index.m3u8
CCTV14,http://222.223.41.27:8888/hls/14/index.m3u8
CCTV15,http://222.223.41.27:8888/hls/15/index.m3u8

CCTV1,http://183.184.48.4:9003/hls/1/index.m3u8
CCTV2,http://183.184.48.4:9003/hls/2/index.m3u8
CCTV3,http://183.184.48.4:9003/hls/3/index.m3u8
CCTV4,http://183.184.48.4:9003/hls/4/index.m3u8
CCTV5,http://183.184.48.4:9003/hls/5/index.m3u8
CCTV6,http://183.184.48.4:9003/hls/7/index.m3u8
CCTV7,http://183.184.48.4:9003/hls/8/index.m3u8
CCTV8,http://183.184.48.4:9003/hls/9/index.m3u8
CCTV9,http://183.184.48.4:9003/hls/10/index.m3u8
CCTV10,http://183.184.48.4:9003/hls/11/index.m3u8
CCTV12,http://183.184.48.4:9003/hls/13/index.m3u8
CCTV13,http://183.184.48.4:9003/hls/14/index.m3u8
CCTV14,http://183.184.48.4:9003/hls/15/index.m3u8
CCTV16,http://183.184.48.4:9003/hls/17/index.m3u8
CCTV17,http://183.184.48.4:9003/hls/18/index.m3u8

CCTV1,http://175.154.151.98:808/hls/1/index.m3u8
CCTV2,http://175.154.151.98:808/hls/2/index.m3u8
CCTV3,http://175.154.151.98:808/hls/3/index.m3u8
CCTV4,http://175.154.151.98:808/hls/4/index.m3u8
CCTV5,http://175.154.151.98:808/hls/5/index.m3u8
CCTV5+,http://175.154.151.98:808/hls/6/index.m3u8
CCTV6,http://175.154.151.98:808/hls/7/index.m3u8
CCTV7,http://175.154.151.98:808/hls/8/index.m3u8
CCTV8,http://175.154.151.98:808/hls/9/index.m3u8
CCTV9,http://175.154.151.98:808/hls/10/index.m3u8
CCTV10,http://175.154.151.98:808/hls/11/index.m3u8
CCTV11,http://175.154.151.98:808/hls/12/index.m3u8
CCTV12,http://175.154.151.98:808/hls/13/index.m3u8
CCTV13,http://175.154.151.98:808/hls/14/index.m3u8
CCTV14,http://175.154.151.98:808/hls/15/index.m3u8
CCTV15,http://175.154.151.98:808/hls/16/index.m3u8
CCTV17,http://175.154.151.98:808/hls/17/index.m3u8

CCTV1,http://39.165.39.49:19901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://39.165.39.49:19901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://39.165.39.49:19901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV4,http://39.165.39.49:19901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5,http://39.165.39.49:19901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV6,http://39.165.39.49:19901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7,http://39.165.39.49:19901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://39.165.39.49:19901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9,http://39.165.39.49:19901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV10,http://39.165.39.49:19901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV11,http://39.165.39.49:19901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV12,http://39.165.39.49:19901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV13,http://39.165.39.49:19901/tsfile/live/1084_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14,http://39.165.39.49:19901/tsfile/live/1085_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV15,http://39.165.39.49:19901/tsfile/live/1086_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV17,http://39.165.39.49:19901/tsfile/live/1088_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5+,http://39.165.39.49:19901/tsfile/live/1089_1.m3u8?key=txiptv&playlive=0&authid=0

CCTV1,http://111.8.242.102:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://111.8.242.102:9999/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://111.8.242.102:9999/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://111.8.242.102:9999/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://111.8.242.102:9999/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://111.8.242.102:9999/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://111.8.242.102:9999/tsfile/live/1077_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://111.8.242.102:9999/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://111.8.242.102:9999/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://111.8.242.102:9999/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://111.8.242.102:9999/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://111.8.242.102:9999/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://111.8.242.102:9999/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://111.8.242.102:9999/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://111.8.242.102:9999/tsfile/live/1049_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://111.8.242.102:9999/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://111.8.242.102:9999/tsfile/live/1052_1.m3u8?key=txiptv&playlive=1&authid=0

CCTV1,http://116.76.254.170:44330/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://116.76.254.170:44330/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://116.76.254.170:44330/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV4,http://116.76.254.170:44330/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5,http://116.76.254.170:44330/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5+,http://116.76.254.170:44330/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV6,http://116.76.254.170:44330/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7,http://116.76.254.170:44330/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://116.76.254.170:44330/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9,http://116.76.254.170:44330/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV10,http://116.76.254.170:44330/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV11,http://116.76.254.170:44330/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV12,http://116.76.254.170:44330/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV13,http://116.76.254.170:44330/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14,http://116.76.254.170:44330/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV15,http://116.76.254.170:44330/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0

CCTV1,http://123.113.101.206:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://123.113.101.206:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://123.113.101.206:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://123.113.101.206:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://123.113.101.206:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://123.113.101.206:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://123.113.101.206:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://123.113.101.206:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://123.113.101.206:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://123.113.101.206:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://123.113.101.206:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://123.113.101.206:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://123.113.101.206:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://123.113.101.206:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://123.113.101.206:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0

CCTV4K,http://111.170.156.74:3344/央视/cctv.php?id=cctv4k
CCTV4K,http://198.204.240.250:82/live/cctv4k.m3u8?jsbt=1760495957&jsbk=138a7cd8fb02f369c744cf0ceb413e85
CCTV4K,http://198.204.240.250:82/live/cctv4k.m3u8?jsbt=1760148172&jsbk=8ce47519e62b009dfa80f8fbfb2dd932
CCTV 4K,http://67.220.71.199:2347/livehttpplay?channel_id=30029
CCTV8K,http://43.156.8.127:5050/ysp?id=2026774101&pid=600156816&q=CCTV8K

CCTV1,http://43.156.8.127:5050/ysp?id=2024078201&pid=600001859&q=fhd
CCTV2,http://43.156.8.127:5050/ysp?id=2024075401&pid=600001800&q=fhd
CCTV3,http://43.156.8.127:5050/ysp?id=2024068501&pid=600001801&q=fhd
CCTV6,http://43.156.8.127:5050/ysp?id=2013693901&pid=600108442&q=fhd
CCTV7,http://43.156.8.127:5050/ysp?id=2024072001&pid=600004092&q=fhd
CCTV9,http://43.156.8.127:5050/ysp?id=2024078601&pid=600004078&q=fhd
CCTV10,http://43.156.8.127:5050/ysp?id=2024078701&pid=600001805&q=fhd
CCTV11,http://43.156.8.127:5050/ysp?id=2027248701&pid=600001806&q=fhd
CCTV12,http://43.156.8.127:5050/ysp?id=2027248801&pid=600001807&q=fhd
CCTV14,http://43.156.8.127:5050/ysp?id=2027248901&pid=600001809&q=fhd
CCTV15,http://43.156.8.127:5050/ysp?id=2027249001&pid=600001815&q=fhd
CCTV17,http://43.156.8.127:5050/ysp?id=2027249401&pid=600001810&q=fhd
CCTV4K,http://43.156.8.127:5050/ysp?id=2027249501&pid=600002264&q=fhd
CCTV8K,http://43.156.8.127:5050/ysp?id=2026774101&pid=600156816&q=fhd

CCTV1,http://1.31.14.70:54321/hls/2/index.m3u8
CCTV2,http://1.31.14.70:54321/hls/4/index.m3u8
CCTV3,http://1.31.14.70:54321/hls/6/index.m3u8
CCTV4,http://1.31.14.70:54321/hls/34/index.m3u8
CCTV5,http://1.31.14.70:54321/hls/7/index.m3u8
CCTV6,http://1.31.14.70:54321/hls/8/index.m3u8
CCTV7,http://1.31.14.70:54321/hls/9/index.m3u8
CCTV8,http://1.31.14.70:54321/hls/14/index.m3u8
CCTV9,http://1.31.14.70:54321/hls/10/index.m3u8
CCTV12,http://1.31.14.70:54321/hls/12/index.m3u8
CCTV13,http://1.31.14.70:54321/hls/19/index.m3u8

CCTV1,http://74.91.26.218:82/live/cctv1hd.m3u8
CCTV2,http://74.91.26.218:82/live/cctv2hd.m3u8
CCTV3,http://74.91.26.218:82/live/cctv3hd.m3u8
CCTV4,http://74.91.26.218:82/live/cctv4hd.m3u8
CCTV5,http://74.91.26.218:82/live/cctv5hd.m3u8
CCTV6,http://74.91.26.218:82/live/cctv6hd.m3u8
CCTV7,http://74.91.26.218:82/live/cctv7hd.m3u8
CCTV8,http://74.91.26.218:82/live/cctv8hd.m3u8
CCTV9,http://74.91.26.218:82/live/cctv9hd.m3u8
CCTV10,http://74.91.26.218:82/live/cctv10hd.m3u8
CCTV11,http://74.91.26.218:82/live/cctv11hd.m3u8
CCTV12,http://74.91.26.218:82/live/cctv12hd.m3u8
CCTV13,http://74.91.26.218:82/live/cctv13hd.m3u8
CCTV14,http://74.91.26.218:82/live/cctv14hd.m3u8
CCTV15,http://74.91.26.218:82/live/cctv15hd.m3u8
CCTV16,http://74.91.26.218:82/live/cctv16hd.m3u8
CCTV17,http://74.91.26.218:82/live/cctv17hd.m3u8
CCTV5+,http://74.91.26.218:82/live/cctv5p.m3u8

CCTV1,http://113.26.251.182:8009/hls/1/index.m3u8
CCTV2,http://113.26.251.182:8009/hls/2/index.m3u8
CCTV3,http://113.26.251.182:8009/hls/3/index.m3u8
CCTV5,http://113.26.251.182:8009/hls/5/index.m3u8
CCTV6,http://113.26.251.182:8009/hls/6/index.m3u8
CCTV7,http://113.26.251.182:8009/hls/7/index.m3u8
CCTV8,http://113.26.251.182:8009/hls/8/index.m3u8
CCTV9,http://113.26.251.182:8009/hls/9/index.m3u8
CCTV10,http://113.26.251.182:8009/hls/10/index.m3u8
CCTV12,http://113.26.251.182:8009/hls/12/index.m3u8
CCTV14,http://113.26.251.182:8009/hls/14/index.m3u8
CCTV17,http://113.26.251.182:8009/hls/17/index.m3u8
CCTV5+,http://113.26.251.182:8009/hls/18/index.m3u8

CCTV1,http://114.242.62.109:888/hls/1/index.m3u8
CCTV2,http://114.242.62.109:888/hls/2/index.m3u8
CCTV3,http://114.242.62.109:888/hls/3/index.m3u8
CCTV4,http://114.242.62.109:888/hls/4/index.m3u8
CCTV5,http://114.242.62.109:888/hls/5/index.m3u8
CCTV6,http://114.242.62.109:888/hls/6/index.m3u8
CCTV7,http://114.242.62.109:888/hls/7/index.m3u8
CCTV8,http://114.242.62.109:888/hls/8/index.m3u8
CCTV9,http://114.242.62.109:888/hls/9/index.m3u8
CCTV10,http://114.242.62.109:888/hls/10/index.m3u8
CCTV11,http://114.242.62.109:888/hls/11/index.m3u8
CCTV12,http://114.242.62.109:888/hls/12/index.m3u8
CCTV13,http://114.242.62.109:888/hls/13/index.m3u8
CCTV14,http://114.242.62.109:888/hls/14/index.m3u8
CCTV15,http://114.242.62.109:888/hls/15/index.m3u8
CCTV16,http://1.24.39.180:808/hls/60/index.m3u8
CCTV17,http://1.24.39.180:808/hls/61/index.m3u8
CCTV5+,http://114.242.62.109:888/hls/16/index.m3u8

CCTV1,http://139.227.221.119:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://139.227.221.119:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://139.227.221.119:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV4,http://139.227.221.119:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5,http://139.227.221.119:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV6,http://139.227.221.119:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7,http://139.227.221.119:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://139.227.221.119:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9,http://139.227.221.119:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV10,http://139.227.221.119:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV11,http://139.227.221.119:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV12,http://139.227.221.119:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV13,http://139.227.221.119:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14,http://139.227.221.119:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV15,http://139.227.221.119:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0

CCTV1,http://38.75.136.137:98/gslb/dsdqbv/cctv1hd.m3u8?auth=test20251009
CCTV2,http://38.75.136.137:98/gslb/dsdqbv/cctv2hd.m3u8?auth=test20251009
CCTV3,http://38.75.136.137:98/gslb/dsdqbv/cctv3hd.m3u8?auth=test20251009
CCTV4,http://38.75.136.137:98/gslb/dsdqbv/cctv4hd.m3u8?auth=test20251009
CCTV5,http://38.75.136.137:98/gslb/dsdqbv/cctv5hd.m3u8?auth=test20251009
CCTV6,http://38.75.136.137:98/gslb/dsdqbv/cctv6hd.m3u8?auth=test20251009
CCTV7,http://38.75.136.137:98/gslb/dsdqbv/cctv7hd.m3u8?auth=test20251009
CCTV8,http://38.75.136.137:98/gslb/dsdqbv/cctv8hd.m3u8?auth=test20251009
CCTV9,http://38.75.136.137:98/gslb/dsdqbv/cctv9hd.m3u8?auth=test20251009
CCTV10,http://38.75.136.137:98/gslb/dsdqbv/cctv10hd.m3u8?auth=test20251009
CCTV11,http://38.75.136.137:98/gslb/dsdqbv/cctv11hd.m3u8?auth=test20251009
CCTV12,http://38.75.136.137:98/gslb/dsdqbv/cctv12hd.m3u8?auth=test20251009
CCTV13,http://38.75.136.137:98/gslb/dsdqbv/cctv13hd.m3u8?auth=test20251009
CCTV14,http://38.75.136.137:98/gslb/dsdqbv/cctv14hd.m3u8?auth=test20251009
CCTV15,http://38.75.136.137:98/gslb/dsdqbv/cctv15hd.m3u8?auth=test20251009
CCTV16,http://38.75.136.137:98/gslb/dsdqbv/cctv16hd.m3u8?auth=test20251009
CCTV17,http://38.75.136.137:98/gslb/dsdqbv/cctv17hd.m3u8?auth=test20251009

CCTV1,http://fuxin.yunjifei.top:999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://fuxin.yunjifei.top:999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://fuxin.yunjifei.top:999/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV4,http://fuxin.yunjifei.top:999/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5,http://fuxin.yunjifei.top:999/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV6,http://fuxin.yunjifei.top:999/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7,http://fuxin.yunjifei.top:999/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://fuxin.yunjifei.top:999/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9,http://fuxin.yunjifei.top:999/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV10,http://fuxin.yunjifei.top:999/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV11,http://fuxin.yunjifei.top:999/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV12,http://fuxin.yunjifei.top:999/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV13,http://fuxin.yunjifei.top:999/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14,http://fuxin.yunjifei.top:999/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV15,http://fuxin.yunjifei.top:999/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5+,http://fuxin.yunjifei.top:999/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0

CCTV1,http://m.061899.xyz/mg/cctv1
CCTV2,http://m.061899.xyz/mg/cctv2
CCTV3,http://m.061899.xyz/mg/cctv3
CCTV4,http://m.061899.xyz/mg/cctv4
CCTV5,http://m.061899.xyz/mg/cctv5
CCTV6,http://m.061899.xyz/mg/cctv6
CCTV7,http://m.061899.xyz/mg/cctv7
CCTV8,http://m.061899.xyz/mg/cctv8
CCTV9,http://m.061899.xyz/mg/cctv9
CCTV10,http://m.061899.xyz/mg/cctv10
CCTV11,http://m.061899.xyz/mg/cctv11
CCTV12,http://m.061899.xyz/mg/cctv12
CCTV13,http://m.061899.xyz/mg/cctv13
CCTV14,http://m.061899.xyz/mg/cctv14
CCTV15,http://m.061899.xyz/mg/cctv15
CCTV16,http://m.061899.xyz/mg/cctv16
CCTV17,http://m.061899.xyz/mg/cctv17
CCTV5+,http://m.061899.xyz/mg/cctv5p

CCTV1,http://39.152.103.17:8089/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&down=1
CCTV2,http://39.152.103.17:8089/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&down=1
CCTV3,http://39.152.103.17:8089/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&down=1
CCTV4,http://39.152.103.17:8089/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&down=1
CCTV5,http://39.152.103.17:8089/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&down=1
CCTV6,http://39.152.103.17:8089/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&down=1
CCTV7,http://39.152.103.17:8089/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&down=1
CCTV8,http://39.152.103.17:8089/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&down=1
CCTV9,http://39.152.103.17:8089/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&down=1
CCTV10,http://39.152.103.17:8089/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&down=1
CCTV11,http://39.152.103.17:8089/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&down=1
CCTV12,http://39.152.103.17:8089/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&down=1
